Merk,Uitvoering,Type,Datum eerste toelating
AUDI,HE1HE1G1Z02RT051B200GAAEM0FLS,Benzine,20250716.0
VOLKSWAGEN,D0O41AA,Diesel,20210201.0
VOLKSWAGEN,C0M51AA,Benzine,20210324.0
AUDI,QE2QE2G1X01RT031B210GAAEM0FL,Benzine,20230109.0
BMW,0AA5A000,Benzine,20250725.0
BMW,0AB5A000,Benzine,20250717.0
BMW,0AB50000,Benzine,20250716.0
VOLKSWAGEN,C0O51BA,Benzine,20210428.0
MERCEDES-BENZ,ZZAAA70A,Benzine,20250716.0
VOLKSWAGEN,C0M51AA,Benzine,20210430.0
MERCEDES-BENZ,ZZAM050B,Benzine,20250716.0
BMW,0AL5A000,Benzine,20250802.0
AUDI,HE1HE1G1Z02RT051B200GAAEM0FLC,Benzine,20250725.0
OPEL,ZKWZ-50V000,Benzine,20250723.0
AUDI,QE1QE1G1Z08RT021A190GAAEM0,Benzine,20250716.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20250729.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20250722.0
VOLKSWAGEN,BPE1MH00200A,Benzine,20250901.0
VOLKSWAGEN,BPE1MH00200A,Benzine,20250725.0
AUDI,HE1HE1G1Z02RT051B200GAAEM0FSC,Benzine,20250804.0
OPEL,ZKXZ-P7R00N,Benzine,20210729.0
PORSCHE,1151000,Benzine,20220608.0
PORSCHE,1151000,Benzine,20220714.0
PORSCHE,1050000,Benzine,20200828.0
VOLKSWAGEN,C0M51AA,Benzine,20210713.0
PORSCHE,1051000,Benzine,20200922.0
PORSCHE,1041000,Benzine,20200629.0
PORSCHE,1040000,Benzine,20200909.0
AUDI,HE1HE1G1Z01RT011A210GAAEM0O,Benzine,20210714.0
PORSCHE,1041000,Benzine,20200821.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20231130.0
MERCEDES-BENZ,ZZBCB502,Benzine,20160331.0
OPEL,ZKXZ-A7U000,Benzine,20220729.0
PORSCHE,1151000,Benzine,20230701.0
PORSCHE,1051000,Benzine,20220413.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20230831.0
PORSCHE,1141000,Benzine,20230608.0
PORSCHE,1151000,Benzine,20230619.0
PORSCHE,1041000,Benzine,20211106.0
AUDI,QE1QE1G1Z01RT31A190GAAEM0,Benzine,20201015.0
PORSCHE,1050000,Benzine,20220104.0
PORSCHE,1141000,Benzine,20221025.0
PORSCHE,1041000,Benzine,20211223.0
PORSCHE,1140000,Benzine,20221121.0
PORSCHE,1041000,Benzine,20211211.0
PORSCHE,1051000,Benzine,20211209.0
AUDI,QE2QE2G1X01RT011B200GAAEM0FL,Benzine,20211001.0
PORSCHE,1041000,Benzine,20221125.0
PORSCHE,1141000,Benzine,20230714.0
PORSCHE,1151000,Benzine,20221208.0
OPEL,ZKXZ-40J000,Benzine,20220916.0
PORSCHE,1041000,Benzine,20220721.0
AUDI,HE1HE1G1Z01RT021A200GAAEM0O,Benzine,20220324.0
MERCEDES-BENZ,2EDE0XX7XXXX,Benzine,20210906.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20211112.0
AUDI,QE2QE2G1X01RT021B210GAAEM0FL,Benzine,20210908.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N,Benzine,20200827.0
PORSCHE,1051000,Benzine,20210422.0
PORSCHE,1051000,Benzine,20210210.0
PORSCHE,1150000,Benzine,20221104.0
PORSCHE,1150000,Benzine,20221105.0
PORSCHE,1151000,Benzine,20220913.0
PORSCHE,1151000,Benzine,20221205.0
PORSCHE,1151000,Benzine,20221111.0
PORSCHE,1151000,Benzine,20220316.0
PORSCHE,1141000,Benzine,20221117.0
PORSCHE,1141000,Benzine,20221109.0
PORSCHE,1050000,Benzine,20220714.0
PORSCHE,1051000,Benzine,20220714.0
PORSCHE,1051000,Benzine,20201214.0
PORSCHE,1151000,Benzine,20221216.0
PORSCHE,1050000,Benzine,20220727.0
PORSCHE,1151000,Benzine,20220902.0
PORSCHE,1051000,Benzine,20210223.0
PORSCHE,1041000,Benzine,20201229.0
PORSCHE,1051000,Benzine,20210310.0
PORSCHE,1051000,Benzine,20210112.0
PORSCHE,1050000,Benzine,20201202.0
PORSCHE,1050000,Benzine,20210223.0
PORSCHE,1050000,Benzine,20201127.0
MERCEDES-BENZ,,Benzine,20231222.0
PORSCHE,1051000,Benzine,20201218.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,Elektrisch,20180222.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML02VR0N,Benzine,20180228.0
PORSCHE,1141000,Benzine,20230121.0
PORSCHE,1151000,Benzine,20230511.0
PORSCHE,1151000,Benzine,20230109.0
VOLKSWAGEN,C0M51BA,Benzine,20201218.0
PORSCHE,1151000,Benzine,20221230.0
PORSCHE,1151000,Benzine,20230128.0
BMW,0AC50700,Benzine,20240116.0
PORSCHE,1151000,Benzine,20230227.0
MERCEDES-BENZ,ZZAA050B,Benzine,20240306.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20220609.0
PORSCHE,1151000,Benzine,20221229.0
PORSCHE,1151000,Benzine,20230214.0
VOLKSWAGEN,,Benzine,20230112.0
PORSCHE,1051000,Benzine,20220425.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20210805.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20210315.0
PORSCHE,1041000,Benzine,20210928.0
VOLKSWAGEN,DPE1MH0020M1ASA,Diesel,20210820.0
PORSCHE,1150000,Benzine,20240420.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20240118.0
PORSCHE,1151000,Benzine,20231114.0
AUDI,QE1QE1G1Z01RT11B210GAAEM0,Benzine,20240119.0
PORSCHE,1051000,Benzine,20220426.0
PORSCHE,1051000,Benzine,20211206.0
PORSCHE,1040000,Benzine,20200609.0
VOLKSWAGEN,B0O1ANA,Benzine,20210811.0
PORSCHE,1151000,Benzine,20240416.0
PORSCHE,1141000,Benzine,20221103.0
MERCEDES-BENZ,ZZAA050A,Benzine,20230223.0
BMW,0AB50000,Benzine,20230109.0
MERCEDES-BENZ,ZZAA050B,Benzine,20230204.0
VOLKSWAGEN,D0M41AA,Diesel,20210928.0
VOLKSWAGEN,C0M51AA,Benzine,20210920.0
VOLKSWAGEN,C051AA,Benzine,20240607.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0O,Benzine,20210929.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,Benzine,20230407.0
VOLKSWAGEN,DAE1G1Z0101ASA,Diesel,20230303.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20230302.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20211004.0
AUDI,QE1QE1G1Z01RT11B210GAAEM0,Benzine,20230719.0
BMW,0AC50700,Benzine,20230714.0
AUDI,QE1QE1G1Z03RT011A190GAAEM0,Benzine,20230720.0
BMW,0AW5000S,Benzine,20230708.0
BMW,0AW50700,Benzine,20220215.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20230919.0
BMW,0AA50000,Benzine,20230510.0
BMW,0AW5000S,Benzine,20230515.0
AUDI,QE1QE1G1Z01RT31B210GAAEM0,Benzine,20230517.0
PORSCHE,1141000,Benzine,20230616.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20230626.0
AUDI,QE1QE1G1Z03RT011A200GAAEM0,Benzine,20230714.0
AUDI,QE1QE1G1Z03RT011A190GAAEM0,Benzine,20230921.0
MERCEDES-BENZ,3EDF0XX8XXLX,Benzine,20230612.0
MERCEDES-BENZ,ZZAA050E,Benzine,20210525.0
AUDI,QE1QE1G1Z01RT11B210GAAEM0,Benzine,20230713.0
PORSCHE,1051000,Benzine,20220215.0
OPEL,ZKXZ-40L000,Benzine,20230727.0
BMW,0AC50700,Benzine,20240315.0
AUDI,QE1QE1G1Z01RT11A210GAAEM0,Benzine,20230725.0
VOLKSWAGEN,N3000DNA1AE55,Benzine,20230811.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1BO,Elektrisch,20190312.0
OPEL,ZKXZ-X0L000,Benzine,20230606.0
VOLKSWAGEN,DAE1G1Z0101ASA,Diesel,20230622.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230902.0
BMW,0AW50000,Benzine,20230925.0
AUDI,QE1QE1G1Z01RT11C220GABEM0,Benzine,20230504.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20221019.0
AUDI,QE1QE1G1Z01RT11B210GAAEM0,Benzine,20230614.0
BMW,0AW5000S,Benzine,20221220.0
AUDI,HE1HE1G1Z01RT011A210GAAEM1,Benzine,20230921.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20230626.0
OPEL,ZKXZ-X0A000,Benzine,20220623.0
VOLKSWAGEN,BPE1MH0020O1BSA,Benzine,20221018.0
OPEL,ZKXZ-X0A000,Benzine,20220630.0
VOLKSWAGEN,C0O51BA,Benzine,20210725.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20230729.0
AUDI,QE1QE1G1Z01RT31B210GAAEM0,Benzine,20230622.0
VOLKSWAGEN,B0M1BSA,Benzine,20210624.0
OPEL,ZKXZ-X0L000,Benzine,20230914.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,Benzine,20230908.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20230926.0
BMW,0AW50000,Benzine,20230626.0
MERCEDES-BENZ,ZZAL051B,Benzine,20220419.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20230828.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20230916.0
BMW,0AC50700,Benzine,20230627.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20230811.0
MERCEDES-BENZ,ZZAA050A,Benzine,20230717.0
OPEL,ZKXZ-X0L000,Benzine,20230916.0
PORSCHE,1151000,Benzine,20230908.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0,Benzine,20230908.0
PORSCHE,1141000,Benzine,20230705.0
OPEL,ZKXZ-40J000,Benzine,20230605.0
PORSCHE,1151000,Benzine,20230624.0
VOLKSWAGEN,D051AA,Diesel,20230704.0
PORSCHE,1041000,Benzine,20210805.0
MERCEDES-BENZ,ZZAA050A,Benzine,20221018.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230916.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20230718.0
AUDI,QE1QE1G1Z02RT51C220GAAEM0,Benzine,20230913.0
MERCEDES-BENZ,ZZAA050B,Benzine,20230714.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20230725.0
BMW,0AC50700,Benzine,20230512.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20230515.0
OPEL,ZKXZ-40L000,Benzine,20230814.0
VOLKSWAGEN,C051AA,Benzine,20230907.0
OPEL,ZKXZ-40J000,Benzine,20230803.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20230801.0
MERCEDES-BENZ,,Benzine,20230814.0
PORSCHE,1140000,Benzine,20230630.0
MERCEDES-BENZ,ZZAA050A,Benzine,20210126.0
VOLKSWAGEN,A051AA,Benzine,20230731.0
VOLKSWAGEN,BPE1MH0020O1ANA,Benzine,20220905.0
OPEL,ZKXZ-P7800N,Benzine,20230713.0
OPEL,ZKXZ-X0L000,Benzine,20230810.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20230102.0
BMW,0AC50700,Benzine,20230601.0
MERCEDES-BENZ,ZZAA052B,Benzine,20221128.0
BMW,0AC50700,Benzine,20230721.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20230426.0
BMW,0AB50800,Benzine,20230801.0
VOLKSWAGEN,C0M51AA,Benzine,20201109.0
VOLKSWAGEN,C051AA,Benzine,20230126.0
BMW,0AC50700,Benzine,20230626.0
MERCEDES-BENZ,ZZAA052B,Benzine,20221124.0
AUDI,HE1HE1G1Z01RT021A210GAAEM1,Benzine,20221109.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20220607.0
AUDI,QE1QE1G1Z03RT021A210GAAEM0M,Benzine,20220215.0
VOLKSWAGEN,C051BA,Benzine,20221021.0
BMW I,0AW40000,Elektrisch,20190704.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0O,Benzine,20210702.0
VOLKSWAGEN,C051AA,Benzine,20230124.0
VOLKSWAGEN,C051AA,Benzine,20231014.0
MERCEDES-BENZ,ZZAM050B,Benzine,20230826.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW,Elektrisch,20150128.0
OPEL,,Benzine,20230523.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0,Benzine,20201117.0
AUDI,HE1HE1G1Z01RT021A200GAAEM0,Benzine,20220808.0
BMW,0AC50700,Benzine,20230822.0
MERCEDES-BENZ,ZZAB050B,Benzine,20230825.0
VOLKSWAGEN,BPE1MH00201ANA,Benzine,20231013.0
OPEL,ZKXZ-40C000,Benzine,20220120.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0,Benzine,20230913.0
MERCEDES-BENZ,ZZAA050B,Benzine,20230915.0
PORSCHE,1150000,Benzine,20230912.0
AUDI,QE1QE1G1Z01RT31B210GAAEM0,Benzine,20230105.0
BMW,0AC50700,Benzine,20230511.0
AUDI,QE1QE1G1Z03RT021A210GAAEM0,Benzine,20230605.0
VOLKSWAGEN,DAE1G1Z010M1ASA,Diesel,20220921.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW63,Elektrisch,20180420.0
BMW,0AW50000,Benzine,20230818.0
PORSCHE,1051000,Benzine,20210929.0
AUDI,QE1QE1G1Z01RT11B210GAAEM0,Benzine,20210219.0
OPEL,ZKXZ-X0J000,Benzine,20230607.0
VOLKSWAGEN,N3000DNA1AE55,Benzine,20230612.0
MERCEDES-BENZ,ZZAM050C,Benzine,20230629.0
MERCEDES-BENZ,3EDE0XX8XXXX,Benzine,20230901.0
VOLKSWAGEN,A051AA,Benzine,20230920.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20221012.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20221213.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20231013.0
AUDI,QE1QE1G1Z03RT011A200GAAEM0,Benzine,20231013.0
OPEL,ZKXZ-40L000,Benzine,20230706.0
VOLKSWAGEN,DAE1G1Z0101ASA,Diesel,20230728.0
AUDI,HE1HE1G1Z01RT011C210GAAEM1M,Benzine,20220224.0
MERCEDES-BENZ,ZZAAA71A,Benzine,20230916.0
AUDI,QE1QE1G1Z03RT011A200GAAEM0,Benzine,20231031.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20230728.0
MERCEDES-BENZ,ZZAM050B,Benzine,20230905.0
BMW,0AD50800,Benzine,20230925.0
BMW I,0A040000,Elektrisch,20140219.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20230908.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20210423.0
BMW,0AB50000,Benzine,20230620.0
VOLKSWAGEN,C051AA,Benzine,20230909.0
BMW,0AC50000,Benzine,20230919.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20231024.0
PORSCHE,1141000,Benzine,20230623.0
BMW,0AC50000,Benzine,20230923.0
VOLKSWAGEN,DAE2G1Z0101ASA,Diesel,20230911.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20220217.0
AUDI,QE1QE1G1Z01RT31C220GAAEM0,Benzine,20230802.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20230908.0
MERCEDES-BENZ,ZZAA050B,Benzine,20230906.0
MERCEDES-BENZ,ZZAA050B,Benzine,20220923.0
MERCEDES-BENZ,ZZAM070B,Benzine,20230908.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20231028.0
AUDI,QE1QE1G1Z01RT11A210GAAEM0,Benzine,20230629.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20221222.0
AUDI,QE2QE2G1X01RT011B210GAAEM0FL,Benzine,20230930.0
AUDI,QE1QE1G1Z01RT31C220GAAEM0U,Benzine,20201103.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,Benzine,20231031.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20230529.0
AUDI,QE1QE1G1Z03RT011A190GAAEM0,Benzine,20231128.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20230628.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20221207.0
AUDI,,Benzine,20220811.0
MERCEDES-BENZ,ZZAR056A,Benzine,20230908.0
AUDI,QE1QE1G1Z01RT11A210GAAEM0,Benzine,20231013.0
BMW,0AB50000,Benzine,20231010.0
OPEL,ZKXZ-40J000,Benzine,20230824.0
MERCEDES-BENZ,ZZAM050B,Benzine,20220711.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,Benzine,20231020.0
OPEL,ZKXZ-40B000,Benzine,20220225.0
BMW,0AW5000S,Benzine,20230620.0
VOLKSWAGEN,C0M51AA,Benzine,20210826.0
OPEL,ZKXZ-40J000,Benzine,20230710.0
OPEL,ZKWZ-F0V000,Benzine,20230918.0
OPEL,ZKXZ-40J000,Benzine,20230829.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20230920.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20231026.0
AUDI,QE1QE1G1Z03RT011A200GAAEM0,Benzine,20230623.0
AUDI,QE1QE1G1Z01RT11B210GAAEM0,Benzine,20230710.0
MERCEDES-BENZ,ZZAB051C,Benzine,20230907.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B14O,Elektrisch,20200506.0
VOLKSWAGEN,C0O51AA,Benzine,20210111.0
VW,C0O51AA,Benzine,20210810.0
MERCEDES-BENZ,ZZAA050A,Benzine,20230901.0
MERCEDES-BENZ,ZZAB051B,Benzine,20230902.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20230414.0
OPEL,A1EA5AA1,Benzine,20180803.0
AUDI,QE1QE1G1Z01RT11A210GAAEM0,Benzine,20231012.0
MERCEDES-BENZ,ZZAAA51A,Benzine,20230526.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20220505.0
MERCEDES-BENZ,ZZAA050B,Benzine,20230913.0
VOLKSWAGEN,FA1FA1MD001E0GAON1ML01VR0N,Benzine,20180705.0
AUDI,QE1QE1G1Z01RT11B210GAAEM0,Benzine,20231017.0
BMW,0AC50700,Benzine,20230515.0
VOLKSWAGEN,C0M51AA,Benzine,20200908.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20230802.0
MERCEDES-BENZ,ZZAA050D,Benzine,20230915.0
PORSCHE,1151000,Benzine,20230605.0
MERCEDES-BENZ,ZZAA050B,Benzine,20221020.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20210408.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20230720.0
BMW,0AC50700,Benzine,20230811.0
VOLKSWAGEN,DAE1G1Z010M1ASA,Diesel,20220624.0
VOLKSWAGEN,B0O1BSA,Benzine,20210617.0
AUDI,HE1HE1G1Z01RT011A210GAAEM0O,Benzine,20210514.0
OPEL,ZKXZ-40L000,Benzine,20230610.0
BMW,0AA50900,Benzine,20230530.0
MERCEDES-BENZ,ZZAA050A,Benzine,20220902.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20230715.0
MERCEDES-BENZ,ZZAM050B,Benzine,20230918.0
BMW,0AW50000,Benzine,20230515.0
BMW,0AW50000,Benzine,20220420.0
PORSCHE,1051000,Benzine,20220207.0
OPEL,ZKXZ-X0J000,Benzine,20230609.0
VOLKSWAGEN,C0M51AA,Benzine,20210331.0
OPEL,ZKXZ-X0L000,Benzine,20230926.0
MERCEDES-BENZ,ZZAM050D,Benzine,20230524.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20210212.0
OPEL,A1EA5AA1,Benzine,20200113.0
MERCEDES-BENZ,3EDE0XX9XXXX,Benzine,20221102.0
BMW,0AW50000,Benzine,20230804.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230911.0
MERCEDES-BENZ,ZZAA050A,Benzine,20230530.0
VOLKSWAGEN,D051AA,Diesel,20230703.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B16O,Elektrisch,20220601.0
OPEL,A1EA5AA1,Benzine,20181115.0
BMW,0AA50000,Benzine,20221229.0
OPEL,ZKXZ-X0L000,Benzine,20230607.0
BMW,0AA50000,Benzine,20230610.0
AUDI,HE1HE1G1Z01RT021A190GAAEM0O,Benzine,20220331.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B15O,Elektrisch,20210128.0
MERCEDES-BENZ,ZZAAA52A,Benzine,20230916.0
AUDI,HE1HE1G1Z01RT011A200GAAEM1,Benzine,20230603.0
AUDI,QE1QE1G1Z03RT011A190GAAEM0,Benzine,20230717.0
AUDI,QE1QE1G1Z02RT61C220GAAEM0,Benzine,20230831.0
AUDI,QE1QE1G1Z03RT021A210GAAEM0,Benzine,20230602.0
MERCEDES-BENZ,ZZAM054B,Benzine,20230629.0
VOLKSWAGEN,A0O51BA,Benzine,20210707.0
MERCEDES-BENZ,ZZAA050C,Benzine,20230922.0
BMW,0AW50000,Benzine,20230530.0
MERCEDES-BENZ,2EDE0XX7XXXX,Benzine,20211008.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20230608.0
VOLKSWAGEN,BPE1MH00201ASA,Benzine,20230706.0
VOLKSWAGEN,OPE1MH00201ASA,Benzine,20230918.0
BMW,0AW5000S,Benzine,20230619.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20220516.0
OPEL,ZKXZ-P7800N,Benzine,20230710.0
BMW,0AW50000,Benzine,20230811.0
BMW,0AA50900,Benzine,20230519.0
OPEL,ZKXZ-P7800N,Benzine,20230615.0
VOLKSWAGEN,D0O1BSA,Diesel,20210423.0
BMW,0AW5000S,Benzine,20230922.0
BMW,0AC50700,Benzine,20230510.0
VOLKSWAGEN,BPE1MH00201ANA,Benzine,20230721.0
VOLKSWAGEN,DAE1G1Z010M1ASA,Diesel,20221013.0
OPEL,ZKXZ-P7U00L,Benzine,20230628.0
BMW,0AW5000S,Benzine,20230616.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20230531.0
VW,N3000DNA1AE55,Benzine,20230522.0
AUDI,QE2QE2G1X01RT011B210GAAEM0FL,Benzine,20210222.0
AUDI,HE1HE1G1Z01RT011A200GAAEM0,Benzine,20221027.0
PORSCHE,1041000,Benzine,20211109.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,Benzine,20220106.0
AUDI,HE1HE1G1Z01RT011A210GAAEM1,Benzine,20221115.0
MERCEDES-BENZ,ZZAA050A,Benzine,20230531.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20220502.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20230524.0
MERCEDES-BENZ,3EDE0XX8XXXX,Benzine,20230614.0
VOLKSWAGEN,BPE1MH00201ANA,Benzine,20230613.0
AUDI,HE1HE1G1Z01RT021A190GAAEM1,Benzine,20230816.0
MERCEDES-BENZ,ZZAM056B,Benzine,20230525.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20230807.0
AUDI,HE1HE1G1Z01RT021A210GAAEM1,Benzine,20220425.0
VOLKSWAGEN,B0O1BSA,Benzine,20210611.0
BMW,0AW5000S,Benzine,20230523.0
MERCEDES-BENZ,3EDE0XX8XXXX,Benzine,20230530.0
BMW,0AW5000A,Benzine,20220819.0
AUDI,QE1QE1G1Z01RT11B210GAAEM0,Benzine,20220408.0
VOLKSWAGEN,B0O1ANA,Benzine,20210527.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1BO,Elektrisch,20190802.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20210310.0
MERCEDES-BENZ,ZZAM052B,Benzine,20230525.0
AUDI,QE1QE1G1Z01RT11A190GAAEM0,Benzine,20190726.0
AUDI,QE1QE1G1Z01RT31B200GAAEM0,Benzine,20230811.0
MERCEDES-BENZ,ZZAAA52A,Benzine,20230531.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20220223.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20230531.0
MERCEDES-BENZ,ZZAAA50A,Benzine,20230812.0
VOLKSWAGEN,D0M41AA,Diesel,20211001.0
MERCEDES-BENZ,ZZAA050B,Benzine,20230815.0
AUDI,QE1QE1G1Z01RT31C210GAAEM0U,Benzine,20210128.0
MERCEDES-BENZ,ZZAB051B,Benzine,20231013.0
AUDI,HE1HE1G1Z01RT011A190GAAEM1,Benzine,20220908.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20221220.0
BMW,0AA50000,Benzine,20230616.0
BMW,0AA50900,Benzine,20230727.0
VOLKSWAGEN,A051AA,Benzine,20230902.0
AUDI,QE1QE1G1Z01RT11C220GABEM0,Benzine,20230911.0
VOLKSWAGEN,FA1FA1CZ0020GAVR0N1EVW1B,Elektrisch,20190102.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20221214.0
BMW,0AA50000,Benzine,20230615.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20221212.0
BMW,0AW50000,Benzine,20230707.0
BMW,0AW5000S,Benzine,20230707.0
BMW,0AW5000S,Benzine,20230804.0
AUDI,QE2QE2G1X01RT011B190GAAEM0FL,Benzine,20230623.0
BMW,0AW5000S,Benzine,20230808.0
AUDI,QE1QE1G1Z03RT011A190GAAEM0,Benzine,20230622.0
MERCEDES-BENZ,ZZAM056B,Benzine,20230629.0
MERCEDES-BENZ,ZZAM050C,Benzine,20230822.0
MERCEDES-BENZ,ZZAAA74A,Benzine,20230523.0
AUDI,QE1QE1G1Z01RT11B200GAAEM0,Benzine,20220323.0
MERCEDES-BENZ,ZZAR054E,Benzine,20221215.0
VOLKSWAGEN,B0M1ASA,Benzine,20210512.0
MERCEDES-BENZ,ZZAAA71A,Benzine,20230526.0
VOLKSWAGEN,DAE1G1Z010M1ASA,Diesel,20210623.0
AUDI,HE1HE1G1Z01RT021A200GAAEM1,Benzine,20230828.0
AUDI,QE1QE1G1Z01RT11B210GAAEM0,Benzine,20230516.0
AUDI,QE1QE1G1Z01RT31B210GAAEM1,Benzine,20211215.0
MERCEDES-BENZ,ZZAAA53A,Benzine,20220324.0
BMW,0AB50000,Benzine,20221216.0
MERCEDES-BENZ,2EDE0XX7XXXX,Benzine,20201223.0
BMW,0AB50800,Benzine,20230927.0
VOLKSWAGEN,C051AA,Benzine,20230805.0
AUDI,QE1QE1G1Z03RT021A200GAAEM0,Benzine,20230516.0
MERCEDES-BENZ,ZZAM050B,Benzine,20230525.0
AUDI,QE1QE1G1Z01RT31B210GAAEM0,Benzine,20230630.0
AUDI,HE1HE1G1Z01RT021A210GAAEM0,Benzine,20220708.0
OPEL,ZKXZ-40J000,Benzine,20230927.0
PORSCHE,1151000,Benzine,20230614.0
AUDI,HE1HE1G1Z01RT021A200GAAEM0M,Benzine,20211202.0
OPEL,ZKXZ-40J000,Benzine,20230520.0
BMW,0AC50700,Benzine,20231006.0
BMW,0AC50800,Benzine,20230127.0
VOLKSWAGEN,DAE1G1Z010M1ASA,Diesel,20210804.0
AUDI,HE1HE1G1Z01RT011A190GAAEM0,Benzine,20230622.0
